labels,text
3,Off for a bit of a motorcycle trip today!
3,"@keza34 cool, your too good to me you know"
4,i wear a lot of white  http://tinyurl.com/dlbltg
6,Boo....Up DLP is sold out for 8:30
4,@Mishhh oops I meant 19th  snowdaysss..
4,is in the middle of the Irish sea... with absent elk brothers.  Newcastle here we come.  we love Newcastle
4,@Chilosa09 Have fun tomorrow night. I think it will be more fun at a bar than art gallery. Wish I could be there
3,"@emmilyxoxo wow,that must be sooo cool"
4,@chhophyel That's not how we share links on Twitter  Yours is http://bit.ly/QljYb and you can view your stats at http://bit.ly/info/QljYb
3,@darrendoyle Oh I had lots put on my desk during those years  I guess if they've done it to you then it would be ok to do it back lol
3,"Love, laughter, creativity."
5,"Right, I must be off to do some sewing. Bye x"
4,morning tweat tweat twitter
6,@PETAEurope OMG!! that is tragic!
4,This month was a bad month to try and get an advert together for Kobold Quarterly
4,@CVJason @MINDY979 @inotherwords_c @scrapplesandwic @thenewnicole @Sweettreat Thank you for the FFs my friends!
4,Epicfail and Joseph in class... Very long liao
5,@shutupandspinx3: yay! Lol. Now I know how you felt when I was gone.
3,"@sallyLFC I did my best, it is Sunday after all"
4,"@madpierrot im sure  s'okay, ill save my $$ and before u know it weiss will be mine."
3,"Just got my paycheck... April bonus can b deposited 2day the rest, gotta wait til Mon."
4,@rawrrxsteffie yeah quite a few kids in my school got swine flu. they only close down the school if its 30 kids or more
4,@anabear so do I!  But nothing near me right now
4,@enjoymore Your cave? Does it have an espresso machine?
5,"@Jae878 oh yes, i ave never orderd from there, a lil funny at first to do so, i will check it our ta"
5,@travistubbs I'm already a fan of hulu. Too bad there's not a bigger Internet selection on netflix.  I thought that would be easier
4,@ColtraneCurtis no way
3,"Well, I'm here, good morning/brunch-ish I took my exam, think I did good"
3,@bluevolvic  awesome   I'll have to keep a look out for it!
5,http://twitpic.com/66vld - i don't like this bangs! I want my hair back!
5,@maximillian62 Oh dear... that's just... disturbing.   The coffee connoisseur in me just died a little.
3,@gfalcone601 hmmm toughie! haha you are so alike to tom with all these questions  xx
6,"At work surprisingly happy all things considered, ahhhh loveliness"
5,The most painful sound in the world to me is the crying of someone I love. What's worse is I can't even hold them and say I'm sorry
4,sitting at home watching tv.  soo bored...
4,"@CaptainCeej Jungle Book, Mary Poppins, or Bugs Life - depending on if you want cartoon, live action or cgi"
3,I am so happy. Keve is here for early Mother's day. Let's be quiet. He drove all night and is sleeping.
5,everybody needs some time on thier own  Guns N Roses x ? http://blip.fm/~5z5kz
4,@calvinharris is this really calvin harris
6,HD full again...  http://plurk.com/p/x2eb3
3,watching &quot;Look for a Star&quot; with mom again  lub ah C hehe
4,"@Scriabelle yah, lo cuma gini gini aja mad. heheheh, update aja terus statusmuuu.."
5,@empirebetty Well I can tell you I didn't marry my like. Maybe that's why I'm stuck in situations like I am now
5,@davecandoit dude that honest to god happens to me all the time.. minus the trail mix.
4,@DJCRS will do hun. Yes yes.
6,Oh. Seems the playable Joker PS3 exclusivity on Arkham Asylum is much bigger than thought.
3,The wedding couldn't have been more perfect
4,"@CrushStevens music is always there when noone else understands  i agree it's very important, a single song can change your whole day"
6,@DAEONE  you don't love me anymore!
3,@AdamTheStudent ISP all sorted i gather?! cheers for the bday wish too
6,is noow calmmm  eating polvoron .. yuumm
6,"@ksymmonds @lcaller Sorry to have missed it. Yes, I'm a lazy bastard  Up, but still not dressed"
4,#test SEO SMO marketing  try it
4,my dad is mad cause I hid in my room for his entire dinner party
4,im on twitter mobile... confusin!!!! lol im knda slow
4,happy mothers day..
4,Am I the only one who likes Mondays?
6,@gregbd you can explore the site 2 and find cool stuff
4,Cashflow forecasts are fun but big red numbers aren't
3,We*d Man On His Way     Yess!!    Time 2 Wake Up 4 Real  lol
3,Here's @Euan and @stoweboyd at our evening drink on Thursday night in London.  http://twitpic.com/4wrrp
6,"Haha!!! Korn is FUNNY!!  ugh... If I drink any more $10 beers , I'm going to... Get fat! :/"
5,I lost 15 dollars. I always lose my money
6,Test discovery just missed being in Py3.1
5,@Ziggy420 my friday feels boring too. no time for fun today and not so much in the mood for it either
3,such a fun night with Bekah just talkin and stuff. Wuv her
4,@heresmyhello92 I don't think it was either. But I can't remember it.
3,started a great mother's day season!
4,@JanitorusRex would be more fun to date then Steve-O.
5,@siirensiiren meagan rochelle &quot;the one u need&quot; i would say &quot;cater 2 u&quot; by he didnt produce that.
3,Shopping with  beckyyy . Going to starbucks in a minute.
4,@thecatat7 hello there  ?
6,is off to somewhere.
4,@cherrythegreat kasi naman mahirap na hindi ma-notice ang beauty and kasexyhan mo (bumabawi)
3,"Ordering pizzas, watching Diggnation, trying out Tweetdeck. All is good"
4,"&quot;Your gonna miss this, Your gonna want this back, Your gonna wish these days hadn't gone by so fast&quot;  So true I already miss this year"
4,assignments!
4,"@Lionel_richie I also saw u on American Idol great performance, I see u will be at Windsor in June 20 Commodores won't be there"
5,Back at home and phone my grandma... I love her and miss her
4,anyone want to buy a place on the Oregon Coast?  It is one gorgeous area and unfortunately for me it must be sold.
4,I think I'm going to go outside and have a very John Cage moment   Music majors rejoice!
4,is going to drink a mojito and lay down to watch movies with my hubby. Goodnight fellow tweeters
6,has a headache already?  boo
5,EMO moment!!  Just said good bye to my best friends EVER! But we'll meet again for sure!
4,The Vogue model Miss Rachel is out  Merh ...
5,Town. Uncle and Gabriel are coming in. I miss Gabe  Tempted to ask if I can go back to Baton Rouge with and stay with other side of fam...
5,Is wondering what happened to the sun? Damn May grey!
6,"@VSchlesinger Hey, look who's on twitter   Very kewl"
3,Senior ball was hella fun!!!  good night!!!
3,Symantec Ghost image corruption is making me cry
4,Workin.
5,"Just changed my car tires, cost me a bomb."
4,Watching the kids eating an ice cream.
4,happy momies day  http://bit.ly/Skqli
6,@KeytaJ yes'ma... for an after party too after the show next week.
3,@plsdontgogurl That's the one. I wish I have a video compilation of @jordanknight's thrusting
5,"I'm bored... Don't want to stay home tonight, but don't want to spend money  blah"
4,@Laurendorcus...I need a huge favor of love. Anticipate texts from me
4,"Well, I just need to get some motivation, and also, to do my homework, and essay... And.... it's such a lovely day! How?"
4,@andy2dx Awww boo. Maybe i wont be sober during 3s team at evo. I need to snag someone to be my partner
4,"Right now I have a use for the snuggie, but no snuggie to stay work with"
3,@Vengenz1 It was a lovely attempt at poetry!
4,"in computer class, photo booth doesn't  work"
3,@gdrage LOL that'll teach me to blindly trust amazon search results without reading!
5,@dorkybarb There are currently 0 penguins at the MN zoo...  but we can go sometime soon.
4,@understood Well best of luck
4,taking in the local art
4,"@imseth no, not yet  i have 3 weeks left!! :O do you have summer holidays now?"
4,The bus is rolling along faster than expected. I might make it home by 6:15. Maybe.
4,S'acaba la setmana del rap vintage  amb la millor: MC Hammer - U can't touch this http://open.spotify.com/track/1B75hgRqe7A4fwee3g3Wmu
3,gooodmorning people of earth!
3,@scottrmcgrew honey is great for your health!
5,Where is the sun!!
5,My wife lost her sprint blackberry 8330 on a bike ride in AM.  Anyone have an extra BB laying around? retweet
3,@susiecheng We all need that simple reminder-thx!
4,"Augh, fever's gone up again. If I end up missing the WeHo clubbing tomorrow night, I am going to be pissed. Stupid boytoy gave me plague."
4,"@ArmyGal1 have a good day girl, ill call you later"
6,"@taylorswift13 Hello there, Taylor  I MISS YOU. Its been 2 months &lt;/3"
4,"At the grove, just watched star trek, grabbing some food"
4,@tourbytaxi Just visited your site. Hope that helped!
4,The muse has me gripped firmly by the throat. Really enjoying my writing
4,I kinda like not having a car but there have been situations lately where I have been prevented from participating due to my carlessness.
5,too many good shows coming up and no money to buy tickets. fmfl. brand new at the troub?
3,watching JONAS for nick's beautiful voice to put me to sleep
3,This Water Horse movie is totally making me want to go to Scotland. I want a water horse  lol
5,@epiphanygirl man i missed it!! Ive been waitn all day 4 u 2 giv the tix away &amp; then whn im rappn up @ wrk u gav my tix away! Im sad!
4,Justin Timberlake and Andy Samberg do it again.. Mother Lover skit on SNL was great
4,thinks Coast Capital sent her work number to telemarketers
3,"@morgandonovan Haha, nice! ;) Thanks for letting me know!"
6,Boy is going to a movie. I wish I didn't feel like shit.
4,"@medic60 all work, no play."
6,Feeling much better  Doing History Research.
3,HAPPY MOTHERS DAY TO ALL THE MOMMYS EXSPECIALLY MINE  LOVE YOU MOMMY
5,@Eujean2 yeah
4,@Burgandy1 Girl I know!
4,@videogareth yet...
5,"@RichardMadeley Oh, final msg - Why didn't you review my boardgame Bookchaseï¿½ when you were on telly? We didn't even get a nice letter.."
4,"@anakin1814 I did do that one Twitter while driving, although the iPhone keypad sucks for driving and typing"
5,http://twitpic.com/66q88 - So....I don't have a PE  but I do have a Pocket Artoo!
5,homework on a friday night...lame
3,I am soo happy! Thank you baby for the best 1095 days of my life
6,"@CourtneyKitty  awwwwwww, our kitties are the BEST!"
4,Kinda meant mother. Im giving props to @tonyabraham for taking us
3,@AnnCurry those photos are lovely! Who knew you were as talented a photographer as you are a journalist!
6,OMG.. THIS ONE??? YESSSSS love this Danny song
4,Good morning!
4,COTTIN WITH EMILYYYYYYYY
4,@giventofly_0 have you considered cordoning off a corner of the park with beware &quot;Swine flu&quot; signs might clear it out for you
5,"Oh well, there go my hopes for seamless transfer of blog  however I am now on track and will have it up and running sometime this eve"
5,is in mourning that he is having to miss the homesssssskooooler fair today!!!
6,@LoveLock12 while you awake ?
4,"Well if you actually went and got your drivers license you wouldn't have to worry about the bus being shit, haha."
6,@Fazenastynas no  and i remember that one too! shit was so fun. i got aladdin! - TOO fun omg. now i wanna play
5,@itsfrankybitch  dont make me sad... i do agree tho it does need some more of SA's magical lyrics
5,back garden times. my feet hurt
5,Good Morning!  ? http://blip.fm/~5jnl7
4,(We got *both* kinds of music here...)
3,At school. with everyone before the first classs of the day  18 days.
3,@danni_30439 I really wish I could go!
4,@CaMabigail Yes ma'am lol. I'll switch to my inspirational side
4,"good morning tweetie world.  have a great day, everyone."
5,"It's clear intellectually that severing my relationship was best, yet my heart seems 2 B in complete disagreement. It hurts so so much"
6,Yo somebody's mother just came to the club dresses like she's going straight to church after the club! I feel like I'm going to hell 4  @
6,Wedding..
3,"&quot;Bad words are a crutch, they lead to tattoos and peircings!&quot;  Hahahaha!"
5,@tyefighter I had to sell guitar hero with ps3 to fund splitting with ex
5,aww my poor tank friend.    his guild is fucking him over after promising him main OT. he barely even gets to go now.  ;_;
6,3 day weekend and all I can think of is work waiting to ambush me on Tuesday!   Damn you work!!!
3,I always get really excited when 'Steal My Kisses' by Ben Harper comes on the ipod...great song...love the beat-boxing in the beginning
4,@chamillionaire Wish I could go. Gotta work.
4,@stephanierhenee ha... I thought you would enjoy the Family Guy reference... and I'm more bored than you
5,"@dwhelan I've wondered about rake to.  The client has made it clear .NET only, don't force devs to learn a new lang  #agile #ccnet"
3,This is for all of you ppl! The 1 year Anniversary Video. http://is.gd/ysbs more to come after the break
6,@officialdrake Pfft. FAN THIS *helicopters imaginary penis* ....  HI DRAKE! WELCOME TO THE REAL WORLD!!!
4,I want my Katie.
5,Had to cancel wow for now
5,So many farewell parties! sad to see people leaving ..
4,@indiekuri you tell us
4,wishes that she has a private jet so that she can go see her BFF @ times like this.. ok ok..ot really thinking of carbon footprint here.
5,@theblackestsea oh crap!!
3,is stoked for spring! Amazing wild foods! Nature is abundant~bless up!!!
4,"@heavyharts that sucks  well state starts tomorrow so im headin 2 bed, nitey nite"
4,@ohmonika Star Trek is really good. I loved it too
5,Chilliin
4,"@TheRotArm My first thought too, I've never even watched Dragonball"
3,@coollike http://twitpic.com/4jg09 - haha she looks a little like u charlie lol
4,Going home
3,@telesilla Indeed. Thanks for sharing that! Now I can go to sleep giggling. Night!
3,"@RealHughJackman You were absolutely amazing in the Wolverine  you're sooo beautiful !! you're also such an amazing person, i look up to u"
4,Happy mother's day !!!!
4,In 1 horse town + 2 blown out car speakers =
5,@mileycyrus AHHHH!!!! Voting is closed for your categories!!!  I would have voted for you in them though!  I tried.
3,@Doc_the_BigMan hey! Ive never caught enyone on live before!
5,@arikhanson Shoot! I voted and somehow looked over yours ... boo hiss. Forgive me   Have a great weekend Arik.
3,@camilleprats Happy Mother's Day!
4,So tired.
3,starting the video editing of the first spanking movie we did with Mina ... it will be added to the next update
5,"Had a crazy night, lost keys, walked home, missed my papi's calls from the swizzy.    I'm sad"
6,Happy Mother's Day!
4,@atlumschema thank you! need to pass my test first
3,Proud 2 B a trekkie . The new Star Trek movie RUUULLZZZ
4,Well it's not far back to sanity. At least it's not for me.
3,Playing d.j in Ray's ride! On our way to have some delish sushi
5,@darkmornan that was so disappointing
6,"@tsarnick Yeah, you better be sorry! I can't believe you, kiss my sass!!!"
6,"@sydneetaylor ur welcome sweetie . Anytime . I need to find a way to get more followers , I don't have many"
5,We are so sad the beautiful Marisa dresses are leaving today (tear)
5,Busy day! No time to tweet  Bmore what's happening this weekend?
3,@millionsbyname Jared's wearing a green shirt? *SPARKLY EYES* YEE!! I hear #asylm is highly disorganized  hang in there!
3,"@thatdamnninja Oh, okay. Every so often I get this random taste of blood in my mouth that makes me go &quot;eww, blood&quot;.  Haha."
3,looks like yet another beautiful day in London
4,@JoesGaGirl Oh...ok...didn't know that.
4,work soonnnnnn  it's looking rly dead today...
6,"@xmellyssax Hey, thank you very much, that's very kind of you to say"
4,"i now have 3 new videos on my ipod, i delted a few so i could replace them"
5,"God, why can't I be at #asylum? Really. I never get to do anything cool!"
5,@PrettyGrl_Annie I can't  I'm goin outta twn 2night. Sorrrryyy
3,Hey had some fun with friends !!!!!Now cleaning
3,Lossing power while your in your house alone? Not fucckinggg cool. Party at cakss!
5,darn it. I did it again.!  keep forgetting that darn &quot;D&quot; for DM's.....
4,"@TrevorGoff WOO, I knew I could convert you to @UberTwitter  I think the UI is way more friendly compared to TinyTwitter."
4,@avalm  i can never tells mommy!  or they will be means to me...
4,"takin short nap, gym and work before kids come back home tonite"
4,im just up :-| and its 12:43 :O  im so lazy thank god its a bank holiday
3,@barnaby3 I saw them a few on this tour a few months ago in Boston. So good! Glad you finally got to see them
5,WALC-ers are you ready to cry? its going to be a long day of reminiscing
3,@fuelbot hahahahahahahahahahahahaha  that could be interesting
4,Alcohol does not promote weight loss.
5,@jaidenkhat sadface
4,@vegansteak yeah dude. Mike is out
4,work work work. my desk is a sea of papers and I am the dinghy being tossed about in its waves.
4,@piginthepoke sounds like a plan
5,not in the mood
5,Rest in peace marshall
4,@hoganfe i agree
4,Happy Mother's Day ~ and for single dads who plays both mom and dad role enjoy your day too
4,back to br
4,"@HottSnowflake never.  smh, I don't own flats  lol"
4,@Aggieduchess10 Goooood Luck!
4,@Bizfizz Does it start tomorrow?  I was going to book Sam on that and forgot
4,"sometimes i wish i were a man, i could pee were i stand, and scratch my chest, but instead? here lies a breast  hah"
5,"On my way to work, I'm kinda sad"
4,@ammaryasir link  I need go on my laptop then sigh.
6,"@dirkstanley also: is there a strategic IT plan that maps to the bus strategic needs, that deliver value over time? No more waterfall"
3,@LOVEHATE_ENVY how come you dont think you did good?!
6,@Alexxstar wow thot we'd lost ya lol lol
4,On Security Audit
3,had an amazing night with the girls
4,Dinner=Buffalo burger with provolone cheese melted on top with beefsteak tomatoes and spinach. Divine. Pic on facebook to come.
5,Heading home. Could really have done without banging my head on the way into the bus
6,@tinchystryder .. Eh .. have u never heard of Belfast..? Where like EVERYONE loves you!?!
6,@mrskutcher I agree... And child labour laws are so old and out dated.
3,@ToffeeTFB It *was* a great day.
4,@ELEWW Dood - they've locked down your Vimeo WH video.
6,@3minds babe u aint been reading my tweets- my phone has fallen apart. My new on comes nxt wk. The track ball keeps fallin out my phone
3,"Ha, sure  hey, text me normal. 512 718 4879"
5,@emaxio still @ the courthouse!     Happy to have a job... sad its this one!
4,"Speaking,,,Speaking ..."
4,@KourtneyKardash lucky bitch! haha we have COLDDD rain up here in MA  i would give anything for hot rain right now!
4,Going to get my blood taken
4,Rachel is going to have lunch at baixa. And has a lot of stuffs to do.... Wanna come ?
4,@zuppalizzle you should come over before friday and teach me how
3,looking at this website!! should be working!!
4,watching keeping up with the kardashian on youtube
4,@ohcea nope
6,I learned that people are very greedy when it comes to freebies.I left toys out for freecyclers and one person tried to take it all.
6,@Izzy_Cullen oh really!!! i've already put all the pics up!! sorry!!   http://twitpic.com/61oj0
4,"@kylieireland Oh, that's bringing back fond memories... I WANT to, but I can't leave the kittens! (I sent you another pic of Balloon)"
4,@leztah The dayem computer  #twpp
5,@PHXPhoto No kidding there! Ugh ... One thing I know for sure - it won't be me showing the property this weekend
3,just watched what happens in vegas  it was really good
5,"Morning all. The water heating's packed up, so i can't have a bath. I REALLY want a bath!"
6,playing board games!!!
5,@joeburkel Looks like they dialed it in a LOT...payed attention to all the small but important details in gameplay...still no blood tho
3,Happy Mother's Day to all the moms out there!
4,the last time pankraz. why do they have to got the same name ?!?!
6,yea dude... 5'8&quot;! really!?
4,Mr amp over heated
4,lying on the sofa chilling...don't intend on moving from it any time soon
4,I wanna Karaoke!  Instead...I get to go to work  Lameness
3,"@guybatty Yes,it's beautiful and i'm fortunate to live in the thick of it..Very relaxing"
3,This weekend has been probably the best and there is still another day to go!!
4,@luckystarlaura was there yet another semi final tonight?
3,my mother is drunk grrrreat.. It's okay it's mothers week
4,signed up for broadband today could take 4-6 weeks
3,"@travelrants that's cool, I'd be happy to contribute to any future articles. Enjoy the rest of the weekend"
3,seeing Star Trek tonight! Super stoked.
3,"Ten min. on what I'm doing to stimulate biz.  18% off sale, good customer service, awards, Breast cancer camp., koozies, product variety"
5,Is leaving Utah today  Super Sad Face
5,bad grades again
3,@officialTila tilaaa just make you feel so special  haha haters now days
4,"I'm working on working, but it's not working"
3,For those of us who's hearts break a little more this time of year know that you are loved and next week is a new week.
6,@PrinceSammie OMG its working
5,OH NO ZOMBIEPIX DON'T FOLLOW ME ANYMORE... NEED SOMEONE TO CHEER ME UP
4,Admitting that I don't like action plots and I do like romance plots always makes me feel like I'm setting back the feminist cause.
4,Im moving to canada
6,@StefiBeautifulO I know.  There's no reason for any of that.
4,@cherishable73 i guess it's easier said than done for some people.....myself being one of them unfortunately
3,i wanna see UPPPPPP
5,it's gloomy outside
6,"@ringqvist juice! I miss juice, any fruit"
4,@MarcBmusic Pineapple rocks bud
4,#3wordsaftersex goodbye innocence!!!
3,"BBQ's gone well ! Weather stayed good which is a right bonus. Just off to bed, training in the morning at 06:30 then work"
4,@Im_Queen sorry if I got u sick.
4,Spent some time with the Guild Wars 4th birthday update. Menagerie is a welcome new feature... For Rangers anyway.
5,not well
6,if someone had've told me things would get this hard..i would never have done it
6,Bailey's here.
4,@Lil_Shawn when do you go back home? Want to see ya B4 u leave Homie
3,huhuhu still working to get new clients in motion graphics
6,@toxiccupcakeCxC LOL have whoopi? Who are u Chuck Woolery?
4,its really hot out today  being hairy is gay
5,god opened the clouds and said i hate you josh
4,@AngstyRossini lol.  You must be new here
4,off to work... off at 10:30....lammmeeee
5,@mpvt another david hughes on your list? I'm hurt  @davidahughes ftw!
4,Out with Audrey
3,"@shadowowns aww, &lt;3 why thank youu."
3,Ushers: You guys made Mother's Day really awesome today! Thanks for coming in early to prep the surprise gifts for all our moms!!
4,The @Jonasbrothers 3d movie was amazing but a little to short  i wanted more!!
3,Toast in the morning
5,has new headphones but no mp3 player yet  http://plurk.com/p/x258n
4,"@Bunny90san ooo... No I believe they've all closed down, even the ones at the airport"
6,My son's first tooth came out but he left it at school
4,"yay for nice weather, boo for cici not being here this weekend"
6,can't believe he has to wait till October to see &quot;Up!&quot; when Americans get to see it this weekend.
3,"@DavidArchie OK David, talk later  Have a great dayyyy ay ay ay ay"
3,@QuestCon That gave me a great smile. Nice way to end the day. You are so right
5,@mitchelmusso i cant get through
3,@akarra if you weren't &quot;picky&quot; (=precise) i might not find you as interesting to talk to
4,Traffic jam outside of chicago. I feel very &quot;office space&quot; right now.
6,@geofferyjohnson looking forward to it. we're sitting at the bar.
4,Just saw Star Trek. I am not a hardcore fan or anything but it was really good! Get at it
4,bout tuh head out an find sum wher tuh go an chill
5,goodbye picnic for a classmate today  but the weather was fucking beautifuul!!!
3,"@Ganga108 my pleasure, its a great recipe"
5,finished a whole box of ice cream
4,Wish I could go hear Mint Condition tommorow night
3,@davorkapozgan CongratulationS. Great funky site! U did it waaw
5,back from lunch and it's pouring rain! ugh  ohh well at least it gets me into a Death Cab For Cutie mood!
4,I know. Im just kidding
3,"@DebPenner Deb,, I am looking forward to exploring simple=ology/Mark Joyner.  I'll be back in about 10 hours."
6,can't make it to graduation...
3,@JonathanRKnight awww such a sweetie. hope your mom has a wonderful mother's day too
5,hates the sound of silence..doesnt like being shut out..
4,@MIKEMAYER me too!
6,@currykidd rofl. room is too small to dance
3,"@WeTheTRAVIS i hope that happens tomorrow, then ill be there ;) (Providing my dad gets better to take me  )"
3,"@utterhip Well, just catching my little piece of it - but I'm all for sharing"
5,@heatxsink SCREAAAAAAAAAAAAAAAAAAAAAAAAAAAAAM - never freu you zu frï¿½h
5,"Everytime still holds horrible, horrible memories for me though."
6,"@exoticaleila lmao yea, I saw him on atlpics, yea I try to act like I'm still in atl  lol"
4,@ramtops the recession. her hotel are restructuring how the accounts are done. adds a bit more pressure in the short term but we'll cope
4,@Brandensilva Most of my friends wanted to try it yesterday but failed because of the whole .Net thingy...it worked fine with me
4,"Yeah, I made the python conversion script for the Provider's extranet in 1 day (3 expected). A way to promote #python at #jcdecaux"
5,So tired and I have to work till 10:30 tonight!    Happy mothers day to everyone too  http://tinyurl.com/qu62bl
6,I'm making a logo on photoshop &amp; it didn't work out..  hehe.. try again lah..
6,@MissLaura317 oh man! They better do something to fix that!! ugh stupid Verizon
5,@mumalot I corrected myself
5,Why can't i find any jewellry for my dressssss?
5,"i lost friends, when i didnt do anything"
5,@hollywoodtv just a question.. are you guys liek famous or anything ? haha and MILEY FOLLOWED YOU LUCKKYY ! im so jealous
5,at least 3 more days
4,studying the american revolution...george washington
4,Late news then it's off for some much needed zzzzzzz.......Goodnight Tweets.
3,@SedzOz no actually it gets rid of the bacteria and they thaw out nicely
5,@marsacademy *HUGS you*  awwww......i'm sorry you are feeling sad E!
4,"got three grades so far: Math11 -&gt; B , Acct1B -&gt; A, Bio19 -&gt; A. Good times to be had. Sad about the math grade though."
4,"@lou_lantos Jeff can't Forcast tonight.  He says Saturday he's good at 8:30 your time. If,you knowï¿½ you don't have A LIFE on Saturdays."
5,"Sry but other day tweets were MIA - twitter network glitch, but story was re: funeral mix-up, as in wrong remains delivered to ea."
3,@bigeyedfishie it was AMAZING!!! Had the best time  hope you had a good weekend too.
5,miss my hubby already!
3,"The trip to Stockholm got cancelled  To make it up I'm planning to do some shopping tomorrow, nothing makes a girl as happy like shopping"
4,"@ULL Thank you.  Usually the learning happens after I get a little rest and review my notes.  Which reminds me, I'd better get some rest"
3,@DickieA @chrisjlovell it's true!  @chrisjlovell have u downloaded the tweetdeck yet? it is literally amazing  xxx
3,@abstractg @grendel @tigertigercb woohoo! I got the Sunbeam Cafï¿½ Series grinder at Eu Foods for only $198! Epic win
3,"YAHOO! volleyball, hiking, eating a fish eye, witnessing, sleeping on the beach, jumping rocks, &amp; hanging where Jurassic Park was filmed!"
3,@4everBrandy nice capture
3,"@heycassadee SUPER EXCITED. JUST BOUGHT MY TIX TO SEE HEY MONDAY ON 6/20. AGAIN.  ~SVETLANA J. DENVER,CO"
6,@Cadistra   when do you find out?
5,"Gosh I miss singer's theater.  I miss learning music, doing acting exercises, n I ESPECIALLY miss being onstage."
4,has had a nice long nap  http://plurk.com/p/stvqp
5,Legs are hurting because I was standing up all day.
6,@robertfreedland it IS a universal treat!!
5,Missing the shotgun match because I was guilted into going to the store with the wife.
6,"Yolonda, I went swimming with my phone at the beach lol and so I lost all my contacts"
4,@Beverleyknight  really? ur a brave lady walkin around those lions then.  any other book suggestions?
4,Still at work.
6,Making my boyfriend look different.  He's  cute no matter what. &lt;3
4,@madpierrot maybe it'll listen to you  dude it's like three in the morning. what time is it over there?
5,No one loves me  Brittany forgot my flowers...
5,I want to go home!!
5,One of the most random phone calls ever. My god kill me now.
6,@gracieh89 can you get catacombs ffrom the cinemas? i tried to get it from my local one a little while ago and theyh didn't have it.
4,@Dili Loool.  Thats just the way things are!
5,Cried my eyes out watching My Girl last period   hahah
5,Dans public transport again and have decided it's just everything north of London that's utter crap these southern trains are alright
6,arrrgh. i'm bored. so bored. there's nothing to do except slouch at the computer all day long.
6,Omg. Its 1:47 am and Kim Possible is on Disney Channel right now. I am glued to the screen
5,"going to eat with my aunt soooon, not getting ready just changing.   i hope today is a goood day  idk i miissss himm"
5,@dorritos @repressd i get migranes.. so @repressd.. that leaves you to either arthritis and/or gout!
4,"Sweet USB at Charles and Marie site, just bought it  http://tinyurl.com/csdhw9"
5,its funny. i'm kinda sad on my last day
5,I didn't get a callback for the play I cried...  oh well I guess it's back to being a techie..
3,"@jordansgirl81 they can be a drag,,but for the most part they come in HANDY  hee hee"
4,i totally do not know how ticketless travel works
5,this phyllis hyman unsung story is so SAD
5,@wyatthaplo I can haz beer too? Oh wait... I'm a work...
5,I heard an icecream truck and took of like a shot but I couldn't catch it.
4,@patricklanglois http://twitpic.com/4w52z - Patrick should come here and say hi!
3,Hopped up out the bed put my swwwaaaaggg oooonnnn! Then got back in the bed it's raining
5,"@PRChels_BE I heard the Yellow Light Maybes put on a great show Saturday! Sorry I missed it, Chelk."
5,Last business day of the month is the wrong time to get new tags. About 45 people
5,"oh yes, the Cavs win game5, now onto game6. it's still danger, they HAVE to win this one either, it's no shot for the championship"
3,@Darke_Ascension Hope it's a great one for ya  http://myloc.me/tvD
4,@dbldbl no not yet...
6,The night is still young ;) &lt;3
5,"drinking some really nice coffee, got to go to the dentist at 9am this morning"
3,@TheOlifants  de wereld need more ppl like you! ;)
4,@b_sorensen I am lost. Please help me find a good home.
3,@quinland    Lmao Yes its on the 27th  I get so excited lol
4,@Amador323 in june. the 6th. a sat!
3,"@ddlovato demi, just say hi to me and it`s enough. just replay to me please  love you so much!!!"
4,@tommk tell your friends to tie you to the railing. I expect a tweet tomorrow about headaches and feeling tired
4,no more brother for 2 weeks.....
5,Exhausted after a 58 hour work week
4,@Lilith_92 yeah im okayy lots been happening while you not been here !! anyone special at the moment ? xx
4,http://bit.ly/LaZEL  Wow Christian Lacroix bankrupt.. sad
5,Not feeling too good
3,"Ahh, sunshine.  Just deleted 404 spam emails from 2 days - now off to BBQ in sun  wonderful..."
5,Holidays are now over - not fair!!
4,@bloggerdad I'll use that for my next defense.
5,How amazing is hollyoaks! But my poor warren lmao!
3,@NeilMcDaid looks class the water splash looks so real  looking forward to my review copy ;)
4,@joeymcintyre BTW I STILL can't believe how Awesome the NEWJABBAKIDZ performance was...U in the masks..I screamed at my pc
5,"sorry mum, will treat you well from now on"
4,@robluketic Hey Mr Luketic! I don't have your number to send by phone.  You can email me at heathfox@heathfox.com if that would be ok.
4,"@capemaybooks woofers, I knew it was you"
5,@Jamie_127 poor baby  you need some aloe. Nope sorry no hints
5,weathers let me down this morning...ugh!...hada gd nite tho!
4,"@BastetAsshur  trying tweetdeck, have seen, you are twittering with that programme, so I thought, I should give it a try"
5,at work with a HUGE headache
3,@ckanal funny you should say...am filling it out as we speak ;) cheers!
4,Only four full days left in Aussie-land. I don't want to go home.
4,@balsamiq I'm sure you'd consider it if they offerred the right price
5,ohh my tooth is hurts ohh  im sad it very hurts
4,@iamdiddy Well....not the Spurs!!!
3,@stonezoneshow http://twitpic.com/67gwh - bwahahahahahahaha nice!  I want a doggy
5,"@nikkibop and he's not even fat!!!! Huh, @freyalynn? He's just friggin huge!  I have a freak."
5,Rain delay
4,@lisa_sue_li natï¿½rlich
5,"@gcrush @nopantsdance i was just thinking about how excited i am for you guys to move, but then i realized how sad i am to see you go."
4,Is tired! And is gonna go to bed now!
