text,emotion
"When can we expect you for dinner ? Can you come tonight ? Not tonight . I promised to go to a concert with my sister . Well ... How about Friday then ? That sounds fine . Good . Shall we say seven o'clock ? I'll be there . You're still a fabulous cook , aren't you ? That'll be for you to decide . I've got a new dish that I want to try out on you . I'm ready . I'll look forward to it all Friday !",happiness
Tom ! How are you ? We missed you at the party last night . Are you OK ? I don ' t know . I didn ' t really feel like going out . I guess I ' m feeling a little homesick .,sadness
"Tom ! How are you ? We missed you at the party last night . Are you OK ? I don ' t know . I didn ' t really feel like going out . I guess I ' m feeling a little homesick . Come on . We ' Ve been through this already ! Look , I know the adjustment was hard when you first got here , but we agreed that you were gonna try and deal with it . I was . It ' s just that the holidays are coming up and I won ' t be able to home because I can ' t afford the airfare . I ' m just longing for some of the comforts of home , like my mom ' s cooking and being around my family .",sadness
"Tom ! How are you ? We missed you at the party last night . Are you OK ? I don ' t know . I didn ' t really feel like going out . I guess I ' m feeling a little homesick . Come on . We ' Ve been through this already ! Look , I know the adjustment was hard when you first got here , but we agreed that you were gonna try and deal with it . I was . It ' s just that the holidays are coming up and I won ' t be able to home because I can ' t afford the airfare . I ' m just longing for some of the comforts of home , like my mom ' s cooking and being around my family . Yeah , it can get pretty lonely over the holidays . When I first got here , I ' d get depressed and nostalgic for anything that reminded me of home . I almost let it get to me , but then I started going out , keeping myself busy and before I knew it , I was used to to it . I see what you mean , but I ' m still bummed out .",sadness
"Tom ! How are you ? We missed you at the party last night . Are you OK ? I don ' t know . I didn ' t really feel like going out . I guess I ' m feeling a little homesick . Come on . We ' Ve been through this already ! Look , I know the adjustment was hard when you first got here , but we agreed that you were gonna try and deal with it . I was . It ' s just that the holidays are coming up and I won ' t be able to home because I can ' t afford the airfare . I ' m just longing for some of the comforts of home , like my mom ' s cooking and being around my family . Yeah , it can get pretty lonely over the holidays . When I first got here , I ' d get depressed and nostalgic for anything that reminded me of home . I almost let it get to me , but then I started going out , keeping myself busy and before I knew it , I was used to to it . I see what you mean , but I ' m still bummed out . OK . how does this sound . let ' s get you suited up and hit the dance club tonight . I hear that an awesome DJ is playing and there will be a lot of pretty single girls there ! You know , I could really go for that . You don ' t mind being my wingman for tonight ?",happiness
"Hi , Daisy ! Hi Simon . Nice to meet you again I hope you are Settling in at school !",happiness
"Hi , Daisy ! Hi Simon . Nice to meet you again I hope you are Settling in at school ! I am ! I've made lots of friends and I really enjoy my courses .",happiness
"Hi , Daisy ! Hi Simon . Nice to meet you again I hope you are Settling in at school ! I am ! I've made lots of friends and I really enjoy my courses . Good ! Me too ! By the way . you didn't tell me what you are studying here . Didn't I ? I'm doing business studies . Really ? That's great . You hope to join a company after graduating ?",surprise
"Hi , Daisy ! Hi Simon . Nice to meet you again I hope you are Settling in at school ! I am ! I've made lots of friends and I really enjoy my courses . Good ! Me too ! By the way . you didn't tell me what you are studying here . Didn't I ? I'm doing business studies . Really ? That's great . You hope to join a company after graduating ? Maybe . My parents moved to Canada the year when I was born . We are living in Toronto . Suppose I might get a job in Toronto when I graduate . It's too soon to say really . What about your friend Zoe She's from Australia . She lives in Sydney . Her father runs a hotel business there and she is doing a degree in accountancy . Accountancy ? Really ? She must be very good at figures .",surprise
"Hi , Daisy ! Hi Simon . Nice to meet you again I hope you are Settling in at school ! I am ! I've made lots of friends and I really enjoy my courses . Good ! Me too ! By the way . you didn't tell me what you are studying here . Didn't I ? I'm doing business studies . Really ? That's great . You hope to join a company after graduating ? Maybe . My parents moved to Canada the year when I was born . We are living in Toronto . Suppose I might get a job in Toronto when I graduate . It's too soon to say really . What about your friend Zoe She's from Australia . She lives in Sydney . Her father runs a hotel business there and she is doing a degree in accountancy . Accountancy ? Really ? She must be very good at figures . I guess so . What about you , Simon ? I'm studying law . Great ! So I'll know who to call if I ever need a lawyer .",happiness
"Hi , Daisy ! Hi Simon . Nice to meet you again I hope you are Settling in at school ! I am ! I've made lots of friends and I really enjoy my courses . Good ! Me too ! By the way . you didn't tell me what you are studying here . Didn't I ? I'm doing business studies . Really ? That's great . You hope to join a company after graduating ? Maybe . My parents moved to Canada the year when I was born . We are living in Toronto . Suppose I might get a job in Toronto when I graduate . It's too soon to say really . What about your friend Zoe She's from Australia . She lives in Sydney . Her father runs a hotel business there and she is doing a degree in accountancy . Accountancy ? Really ? She must be very good at figures . I guess so . What about you , Simon ? I'm studying law . Great ! So I'll know who to call if I ever need a lawyer . Sure , welcome anytime",happiness
Hi honey ! You ' ll never guess what ! My friends Julie and Alex are getting married ! Wow that ' s great news ! They ' re a great couple !,happiness
Hi honey ! You ' ll never guess what ! My friends Julie and Alex are getting married ! Wow that ' s great news ! They ' re a great couple ! I know ! Anyways I just talked to Alex ' s best man and he is organizing the bachelor party It ' s gonna be so much fun ! All the groomsmen are thinking up all the wacky and crazy things we are going to do that night .,happiness
"Hi honey ! You ' ll never guess what ! My friends Julie and Alex are getting married ! Wow that ' s great news ! They ' re a great couple ! I know ! Anyways I just talked to Alex ' s best man and he is organizing the bachelor party It ' s gonna be so much fun ! All the groomsmen are thinking up all the wacky and crazy things we are going to do that night . You aren ' t going to a strip club , are you ? I don ' t want you getting a lap dance from some stripper with the excuse that it ' s your friends party . Aw come on ! It ' s just some innocent fun ! You know how these things are ! We are gonna play drinking games , get him some gag gifts and just have a good time . Nothing too over the top . Well , I don ' t know . Come on ! If one of your friends was getting married I wouldn ' t mind you going to her bachelorette party ! Good , because my friend Wendy is getting married and I ' m organizing her party !",happiness
"Do you know how to go to the Fragrant Hills in Beijing ? I heard that they are very famous in China . Yes . Especially in autumn , the red leaves of the maple trees make the whole mountain red .",happiness
"Do you know how to go to the Fragrant Hills in Beijing ? I heard that they are very famous in China . Yes . Especially in autumn , the red leaves of the maple trees make the whole mountain red . That must be very beautiful .",happiness
"Do you know how to go to the Fragrant Hills in Beijing ? I heard that they are very famous in China . Yes . Especially in autumn , the red leaves of the maple trees make the whole mountain red . That must be very beautiful . Yes , it can make people feel as if they were in the land of fairies .",happiness
"Do you know how to go to the Fragrant Hills in Beijing ? I heard that they are very famous in China . Yes . Especially in autumn , the red leaves of the maple trees make the whole mountain red . That must be very beautiful . Yes , it can make people feel as if they were in the land of fairies . Really ? Have you ever been there ?",happiness
"Do you know how to go to the Fragrant Hills in Beijing ? I heard that they are very famous in China . Yes . Especially in autumn , the red leaves of the maple trees make the whole mountain red . That must be very beautiful . Yes , it can make people feel as if they were in the land of fairies . Really ? Have you ever been there ? A couple of times .",happiness
"Do you know how to go to the Fragrant Hills in Beijing ? I heard that they are very famous in China . Yes . Especially in autumn , the red leaves of the maple trees make the whole mountain red . That must be very beautiful . Yes , it can make people feel as if they were in the land of fairies . Really ? Have you ever been there ? A couple of times . Can you go there with me ? I'd like someone who is familiar with that area to go with me .",happiness
"Do you know how to go to the Fragrant Hills in Beijing ? I heard that they are very famous in China . Yes . Especially in autumn , the red leaves of the maple trees make the whole mountain red . That must be very beautiful . Yes , it can make people feel as if they were in the land of fairies . Really ? Have you ever been there ? A couple of times . Can you go there with me ? I'd like someone who is familiar with that area to go with me . Sure . I'd be very glad to be your tour guide .",happiness
"Paul , what kind of music do you like to listen to ? All kinds , but mostly Pop , rock and classical . Why ?",happiness
"Paul , what kind of music do you like to listen to ? All kinds , but mostly Pop , rock and classical . Why ? I have tickets to a show . Do you want to go with me ?",happiness
"Paul , what kind of music do you like to listen to ? All kinds , but mostly Pop , rock and classical . Why ? I have tickets to a show . Do you want to go with me ? What kind of music is it ?",happiness
"Paul , what kind of music do you like to listen to ? All kinds , but mostly Pop , rock and classical . Why ? I have tickets to a show . Do you want to go with me ? What kind of music is it ? Pop . It's Maria Carey .",happiness
"Paul , what kind of music do you like to listen to ? All kinds , but mostly Pop , rock and classical . Why ? I have tickets to a show . Do you want to go with me ? What kind of music is it ? Pop . It's Maria Carey . When is it ?",happiness
"Paul , what kind of music do you like to listen to ? All kinds , but mostly Pop , rock and classical . Why ? I have tickets to a show . Do you want to go with me ? What kind of music is it ? Pop . It's Maria Carey . When is it ? At 8P M tomorrow night .",happiness
"Paul , what kind of music do you like to listen to ? All kinds , but mostly Pop , rock and classical . Why ? I have tickets to a show . Do you want to go with me ? What kind of music is it ? Pop . It's Maria Carey . When is it ? At 8P M tomorrow night . Yeah , I'd like to go . Do you think we should have dinner first ?",happiness
"Paul , what kind of music do you like to listen to ? All kinds , but mostly Pop , rock and classical . Why ? I have tickets to a show . Do you want to go with me ? What kind of music is it ? Pop . It's Maria Carey . When is it ? At 8P M tomorrow night . Yeah , I'd like to go . Do you think we should have dinner first ? Yes , that's a good idea .",happiness
"Paul , what kind of music do you like to listen to ? All kinds , but mostly Pop , rock and classical . Why ? I have tickets to a show . Do you want to go with me ? What kind of music is it ? Pop . It's Maria Carey . When is it ? At 8P M tomorrow night . Yeah , I'd like to go . Do you think we should have dinner first ? Yes , that's a good idea . Let's eat at the restaurant across the street from my apartment .",happiness
"Paul , what kind of music do you like to listen to ? All kinds , but mostly Pop , rock and classical . Why ? I have tickets to a show . Do you want to go with me ? What kind of music is it ? Pop . It's Maria Carey . When is it ? At 8P M tomorrow night . Yeah , I'd like to go . Do you think we should have dinner first ? Yes , that's a good idea . Let's eat at the restaurant across the street from my apartment . Oh , I think I know the place you mean . We ate there last month , right ?",happiness
"Paul , what kind of music do you like to listen to ? All kinds , but mostly Pop , rock and classical . Why ? I have tickets to a show . Do you want to go with me ? What kind of music is it ? Pop . It's Maria Carey . When is it ? At 8P M tomorrow night . Yeah , I'd like to go . Do you think we should have dinner first ? Yes , that's a good idea . Let's eat at the restaurant across the street from my apartment . Oh , I think I know the place you mean . We ate there last month , right ? Yes , that's right . You have a good memory .",happiness
What are you doing this weekend ? I am not sure . What are you doing ? I was thinking of maybe taking a drive to the beach .,happiness
What are you doing this weekend ? I am not sure . What are you doing ? I was thinking of maybe taking a drive to the beach . That sounds like a great idea !,happiness
What are you doing this weekend ? I am not sure . What are you doing ? I was thinking of maybe taking a drive to the beach . That sounds like a great idea ! Would you be interested in joining me ?,happiness
"What are you doing this weekend ? I am not sure . What are you doing ? I was thinking of maybe taking a drive to the beach . That sounds like a great idea ! Would you be interested in joining me ? Sure , I would love to go with you . When would you be leaving ?",happiness
"What are you doing this weekend ? I am not sure . What are you doing ? I was thinking of maybe taking a drive to the beach . That sounds like a great idea ! Would you be interested in joining me ? Sure , I would love to go with you . When would you be leaving ? I thought that we could leave around 8",happiness
"What are you doing this weekend ? I am not sure . What are you doing ? I was thinking of maybe taking a drive to the beach . That sounds like a great idea ! Would you be interested in joining me ? Sure , I would love to go with you . When would you be leaving ? I thought that we could leave around 8 That would give us plenty of time to explore . Did you know that there is a music festival on the beach in Santa Barbara ?",happiness
"What are you doing this weekend ? I am not sure . What are you doing ? I was thinking of maybe taking a drive to the beach . That sounds like a great idea ! Would you be interested in joining me ? Sure , I would love to go with you . When would you be leaving ? I thought that we could leave around 8 That would give us plenty of time to explore . Did you know that there is a music festival on the beach in Santa Barbara ? That was part of my plan .",happiness
"What are you doing this weekend ? I am not sure . What are you doing ? I was thinking of maybe taking a drive to the beach . That sounds like a great idea ! Would you be interested in joining me ? Sure , I would love to go with you . When would you be leaving ? I thought that we could leave around 8 That would give us plenty of time to explore . Did you know that there is a music festival on the beach in Santa Barbara ? That was part of my plan . Well then , I'll see you on Saturday . Thanks for asking me to go with you .",happiness
"This is great , isn't it ? It's the most fun I've had in years .",happiness
"This is great , isn't it ? It's the most fun I've had in years . We should do this more often .",happiness
"This is great , isn't it ? It's the most fun I've had in years . We should do this more often . Yes , we should .",happiness
"Now , you are to board the plane . We ' re sorry that we haven't done much to help you when you stayed in China . I appreciate what you have done for me . Everything I have seen here has left a deep impression on me . I really don't know how to express my thanks to you .",happiness
"Now , you are to board the plane . We ' re sorry that we haven't done much to help you when you stayed in China . I appreciate what you have done for me . Everything I have seen here has left a deep impression on me . I really don't know how to express my thanks to you . We are ready to help you .",happiness
"Now , you are to board the plane . We ' re sorry that we haven't done much to help you when you stayed in China . I appreciate what you have done for me . Everything I have seen here has left a deep impression on me . I really don't know how to express my thanks to you . We are ready to help you . Will you be kind to say "" Thank you "" to Mr . Zhang and other friends for me ?",happiness
"Now , you are to board the plane . We ' re sorry that we haven't done much to help you when you stayed in China . I appreciate what you have done for me . Everything I have seen here has left a deep impression on me . I really don't know how to express my thanks to you . We are ready to help you . Will you be kind to say "" Thank you "" to Mr . Zhang and other friends for me ? I'd like to . I'm sure your visit will help to promote the friendship and understanding between both of us . Welcome to China again .",happiness
"Now , you are to board the plane . We ' re sorry that we haven't done much to help you when you stayed in China . I appreciate what you have done for me . Everything I have seen here has left a deep impression on me . I really don't know how to express my thanks to you . We are ready to help you . Will you be kind to say "" Thank you "" to Mr . Zhang and other friends for me ? I'd like to . I'm sure your visit will help to promote the friendship and understanding between both of us . Welcome to China again . Of course , I will . Well , it's time for me to say goodbye . The plane will take off soon . Hope some day you will come to America for a visit .",happiness
"Now , you are to board the plane . We ' re sorry that we haven't done much to help you when you stayed in China . I appreciate what you have done for me . Everything I have seen here has left a deep impression on me . I really don't know how to express my thanks to you . We are ready to help you . Will you be kind to say "" Thank you "" to Mr . Zhang and other friends for me ? I'd like to . I'm sure your visit will help to promote the friendship and understanding between both of us . Welcome to China again . Of course , I will . Well , it's time for me to say goodbye . The plane will take off soon . Hope some day you will come to America for a visit . Thank you . I will if I have chance . Goodbye and happy landing !",happiness
"Now , you are to board the plane . We ' re sorry that we haven't done much to help you when you stayed in China . I appreciate what you have done for me . Everything I have seen here has left a deep impression on me . I really don't know how to express my thanks to you . We are ready to help you . Will you be kind to say "" Thank you "" to Mr . Zhang and other friends for me ? I'd like to . I'm sure your visit will help to promote the friendship and understanding between both of us . Welcome to China again . Of course , I will . Well , it's time for me to say goodbye . The plane will take off soon . Hope some day you will come to America for a visit . Thank you . I will if I have chance . Goodbye and happy landing ! Goodbye !",happiness
What's that ? It's my new pendant . Do you like it ?,happiness
What's that ? It's my new pendant . Do you like it ? Is that Hello Kitty ?,happiness
"What's that ? It's my new pendant . Do you like it ? Is that Hello Kitty ? Yes , in a monkey suit . It's adorable !",happiness
"What's that ? It's my new pendant . Do you like it ? Is that Hello Kitty ? Yes , in a monkey suit . It's adorable ! Is it real gold ?",happiness
"What's that ? It's my new pendant . Do you like it ? Is that Hello Kitty ? Yes , in a monkey suit . It's adorable ! Is it real gold ? Yeah . Two-toned , white and yellow .",happiness
"Would you like to have dinner with me tonight ? Oh , that sounds great !",happiness
"Would you like to have dinner with me tonight ? Oh , that sounds great ! I ' ll pick you up at ... say , 7,30 ?",happiness
"Would you like to have dinner with me tonight ? Oh , that sounds great ! I ' ll pick you up at ... say , 7,30 ? Yes , that would be perfect .",happiness
"Would you like to have dinner with me tonight ? Oh , that sounds great ! I ' ll pick you up at ... say , 7,30 ? Yes , that would be perfect . See you tonight then .",happiness
"Would you like to have dinner with me tonight ? Oh , that sounds great ! I ' ll pick you up at ... say , 7,30 ? Yes , that would be perfect . See you tonight then . Yes . Thank you for inviting me .",happiness
"What's wrong , Dave ? You look down today . I didn't pass the English exam . How to learn English well ? Can you give me some suggestions ?",sadness
"What's wrong , Dave ? You look down today . I didn't pass the English exam . How to learn English well ? Can you give me some suggestions ? Well , English is a "" paper tiger "" . Its natural enemy is adequate practice . I have done a lot of reading comprehension exercises , and I also spend much time in memorizing English words .",sadness
"What's wrong , Dave ? You look down today . I didn't pass the English exam . How to learn English well ? Can you give me some suggestions ? Well , English is a "" paper tiger "" . Its natural enemy is adequate practice . I have done a lot of reading comprehension exercises , and I also spend much time in memorizing English words . I suggest you read English texts aloud every day , and try to speak more . That will be beneficial to cultivate your sense of the language . Really ? I'll have a try . Maybe I will get high marks next time .",surprise
"Hey , Susie , what health club do you belong to ? Total Fitness , why ? Well , I ' Ve been going to Athletic Express , but I don ' t like it there . Really ? Why not ? I hear it ' s pretty good .",surprise
"Hey , Susie , what health club do you belong to ? Total Fitness , why ? Well , I ' Ve been going to Athletic Express , but I don ' t like it there . Really ? Why not ? I hear it ' s pretty good . The people don ' t really work out there . They just stand around and talk all the time . Oh , it ' s one of those places . Yeah , is your club different ? Well , they have different rooms . I lift weights by the pool where there aren ' t so many people . Do they have a lot of equipment ? Yeah , they have all the machines , a pool , and a steam room and sauna . Sounds nice . What about classes ?",happiness
"Hey , Susie , what health club do you belong to ? Total Fitness , why ? Well , I ' Ve been going to Athletic Express , but I don ' t like it there . Really ? Why not ? I hear it ' s pretty good . The people don ' t really work out there . They just stand around and talk all the time . Oh , it ' s one of those places . Yeah , is your club different ? Well , they have different rooms . I lift weights by the pool where there aren ' t so many people . Do they have a lot of equipment ? Yeah , they have all the machines , a pool , and a steam room and sauna . Sounds nice . What about classes ? The usual . Aerobics , kickboxing , yoga . They just started a Tai Chi class too . Wow , that sounds great .",happiness
"Hey , Susie , what health club do you belong to ? Total Fitness , why ? Well , I ' Ve been going to Athletic Express , but I don ' t like it there . Really ? Why not ? I hear it ' s pretty good . The people don ' t really work out there . They just stand around and talk all the time . Oh , it ' s one of those places . Yeah , is your club different ? Well , they have different rooms . I lift weights by the pool where there aren ' t so many people . Do they have a lot of equipment ? Yeah , they have all the machines , a pool , and a steam room and sauna . Sounds nice . What about classes ? The usual . Aerobics , kickboxing , yoga . They just started a Tai Chi class too . Wow , that sounds great . Well , I have a guest pass . Why don ' t you come with me tonight ? Really ? Thanks . I ' ll stop by when I get off work . Perfect . See you later .",happiness
This is my house . Let me show you around it . How beautiful the detached house is !,happiness
This is my house . Let me show you around it . How beautiful the detached house is ! Follow me to the back-yard .,happiness
"This is my house . Let me show you around it . How beautiful the detached house is ! Follow me to the back-yard . It's marvelous ! The lawn looks like a green carpet , and the garden with so many lovely flowers .",happiness
"This is my house . Let me show you around it . How beautiful the detached house is ! Follow me to the back-yard . It's marvelous ! The lawn looks like a green carpet , and the garden with so many lovely flowers . We had the grass cut and the flowers trimmed this morning .",happiness
"This is my house . Let me show you around it . How beautiful the detached house is ! Follow me to the back-yard . It's marvelous ! The lawn looks like a green carpet , and the garden with so many lovely flowers . We had the grass cut and the flowers trimmed this morning . No wonder it smells fragrant .",happiness
"This is my house . Let me show you around it . How beautiful the detached house is ! Follow me to the back-yard . It's marvelous ! The lawn looks like a green carpet , and the garden with so many lovely flowers . We had the grass cut and the flowers trimmed this morning . No wonder it smells fragrant . Here is the swimming pool and we can swim later .",happiness
"This is my house . Let me show you around it . How beautiful the detached house is ! Follow me to the back-yard . It's marvelous ! The lawn looks like a green carpet , and the garden with so many lovely flowers . We had the grass cut and the flowers trimmed this morning . No wonder it smells fragrant . Here is the swimming pool and we can swim later . It's fantastic !",happiness
Mmm . Nice and crunchy . And they leave a space uncovered for you to hold ... They're so much fun to eat . You can suck all the coating off first ...,happiness
Mmm . Nice and crunchy . And they leave a space uncovered for you to hold ... They're so much fun to eat . You can suck all the coating off first ... Or just stuff the whole thing in your mouth at once !,happiness
Mmm . Nice and crunchy . And they leave a space uncovered for you to hold ... They're so much fun to eat . You can suck all the coating off first ... Or just stuff the whole thing in your mouth at once ! But that way you're not savoring it . Whatever . Give me another pack . Hey ! The movie hasn't even started and they're almost gone !,surprise
How about going to hear a country-and-western singer tonight ? I'd enjoy that .,happiness
How about going to hear a country-and-western singer tonight ? I'd enjoy that . I'll pick you up around 8: 00 .,happiness
How about going to hear a country-and-western singer tonight ? I'd enjoy that . I'll pick you up around 8: 00 . OK . I'll see you then .,happiness
"How do you like this waltz ? It's very nice , I like it very much .",happiness
"How do you like this waltz ? It's very nice , I like it very much . Well , then , may I invite you for the first dance ?",happiness
"How do you like this waltz ? It's very nice , I like it very much . Well , then , may I invite you for the first dance ? My pleasure . But I'm afraid I'm not much of a dancer , and I suppose you dance often .",happiness
"How do you like this waltz ? It's very nice , I like it very much . Well , then , may I invite you for the first dance ? My pleasure . But I'm afraid I'm not much of a dancer , and I suppose you dance often . Me ? Oh , no . In fact , I took up dancing quite recently .",surprise
"How do you like this waltz ? It's very nice , I like it very much . Well , then , may I invite you for the first dance ? My pleasure . But I'm afraid I'm not much of a dancer , and I suppose you dance often . Me ? Oh , no . In fact , I took up dancing quite recently . Oh , really ? But you're doing the waltz wonderfully well .",surprise
"How do you like this waltz ? It's very nice , I like it very much . Well , then , may I invite you for the first dance ? My pleasure . But I'm afraid I'm not much of a dancer , and I suppose you dance often . Me ? Oh , no . In fact , I took up dancing quite recently . Oh , really ? But you're doing the waltz wonderfully well . I'm glad you say so , you dance beautifully too . It's lucky that I got a partner .",happiness
"How do you like this waltz ? It's very nice , I like it very much . Well , then , may I invite you for the first dance ? My pleasure . But I'm afraid I'm not much of a dancer , and I suppose you dance often . Me ? Oh , no . In fact , I took up dancing quite recently . Oh , really ? But you're doing the waltz wonderfully well . I'm glad you say so , you dance beautifully too . It's lucky that I got a partner . Thank you for your compliments . It ' s just that you are a good leader . Do you like the fox-trot and tango ?",happiness
"How do you like this waltz ? It's very nice , I like it very much . Well , then , may I invite you for the first dance ? My pleasure . But I'm afraid I'm not much of a dancer , and I suppose you dance often . Me ? Oh , no . In fact , I took up dancing quite recently . Oh , really ? But you're doing the waltz wonderfully well . I'm glad you say so , you dance beautifully too . It's lucky that I got a partner . Thank you for your compliments . It ' s just that you are a good leader . Do you like the fox-trot and tango ? Yes . And what dances do you do best ?",happiness
"How do you like this waltz ? It's very nice , I like it very much . Well , then , may I invite you for the first dance ? My pleasure . But I'm afraid I'm not much of a dancer , and I suppose you dance often . Me ? Oh , no . In fact , I took up dancing quite recently . Oh , really ? But you're doing the waltz wonderfully well . I'm glad you say so , you dance beautifully too . It's lucky that I got a partner . Thank you for your compliments . It ' s just that you are a good leader . Do you like the fox-trot and tango ? Yes . And what dances do you do best ? Disco is my favorite . I like it better than any other dances because it can release one's pent-up feelings , and is a healthy exercise . But I don't do the rock and roll and the break dance .",happiness
"How do you like this waltz ? It's very nice , I like it very much . Well , then , may I invite you for the first dance ? My pleasure . But I'm afraid I'm not much of a dancer , and I suppose you dance often . Me ? Oh , no . In fact , I took up dancing quite recently . Oh , really ? But you're doing the waltz wonderfully well . I'm glad you say so , you dance beautifully too . It's lucky that I got a partner . Thank you for your compliments . It ' s just that you are a good leader . Do you like the fox-trot and tango ? Yes . And what dances do you do best ? Disco is my favorite . I like it better than any other dances because it can release one's pent-up feelings , and is a healthy exercise . But I don't do the rock and roll and the break dance . Oh , well , the music has stopped . Thank you for the dance .",happiness
"How do you like this waltz ? It's very nice , I like it very much . Well , then , may I invite you for the first dance ? My pleasure . But I'm afraid I'm not much of a dancer , and I suppose you dance often . Me ? Oh , no . In fact , I took up dancing quite recently . Oh , really ? But you're doing the waltz wonderfully well . I'm glad you say so , you dance beautifully too . It's lucky that I got a partner . Thank you for your compliments . It ' s just that you are a good leader . Do you like the fox-trot and tango ? Yes . And what dances do you do best ? Disco is my favorite . I like it better than any other dances because it can release one's pent-up feelings , and is a healthy exercise . But I don't do the rock and roll and the break dance . Oh , well , the music has stopped . Thank you for the dance . My pleasure . Let's go and have a drink .",happiness
"How do you like this waltz ? It's very nice , I like it very much . Well , then , may I invite you for the first dance ? My pleasure . But I'm afraid I'm not much of a dancer , and I suppose you dance often . Me ? Oh , no . In fact , I took up dancing quite recently . Oh , really ? But you're doing the waltz wonderfully well . I'm glad you say so , you dance beautifully too . It's lucky that I got a partner . Thank you for your compliments . It ' s just that you are a good leader . Do you like the fox-trot and tango ? Yes . And what dances do you do best ? Disco is my favorite . I like it better than any other dances because it can release one's pent-up feelings , and is a healthy exercise . But I don't do the rock and roll and the break dance . Oh , well , the music has stopped . Thank you for the dance . My pleasure . Let's go and have a drink . Fine .",happiness
What ' s wrong with you ? Why are you scratching so much ? I feel itchy ! I can ' t stand it anymore ! I think I may be coming down with something . I feel lightheaded and weak .,sadness
What ' s wrong with you ? Why are you scratching so much ? I feel itchy ! I can ' t stand it anymore ! I think I may be coming down with something . I feel lightheaded and weak . Let me have a look . Whoa ! Get away from me !,fear
What ' s wrong with you ? Why are you scratching so much ? I feel itchy ! I can ' t stand it anymore ! I think I may be coming down with something . I feel lightheaded and weak . Let me have a look . Whoa ! Get away from me ! What ' s wrong ? I think you have chicken pox ! You are contagious ! Get away ! Don ' t breathe on me !,fear
What ' s wrong with you ? Why are you scratching so much ? I feel itchy ! I can ' t stand it anymore ! I think I may be coming down with something . I feel lightheaded and weak . Let me have a look . Whoa ! Get away from me ! What ' s wrong ? I think you have chicken pox ! You are contagious ! Get away ! Don ' t breathe on me ! Maybe it ' s just a rash or an allergy ! We can ' t be sure until I see a doctor . Well in the meantime you are a biohazard ! I didn ' t get it when I was a kid and I ' Ve heard that you can even die if you get it as an adult !,fear
"Excuse me , is this the Guyon Travel Agency ? Yes , sir . What can I do for you ? I want to travel to the ancient town in the south of China . Would you please tell me something about it ? Sure . There's network of canals . And there are white walls , black tiles , small bridges , flowing rivers , flagstones roads , blue sky and white clouds . Few places have preserved the past like this place . Walking on the ancient road makes us back to our sense . Wonderful . That's just what I expect , where is my first place if I go there ? Zhouzhuang . How long does the tour take ? It's about two days . what's the cost ? It's about 300 yuan . I know . Thank you very much .",happiness
"Excuse me , is this the Guyon Travel Agency ? Yes , sir . What can I do for you ? I want to travel to the ancient town in the south of China . Would you please tell me something about it ? Sure . There's network of canals . And there are white walls , black tiles , small bridges , flowing rivers , flagstones roads , blue sky and white clouds . Few places have preserved the past like this place . Walking on the ancient road makes us back to our sense . Wonderful . That's just what I expect , where is my first place if I go there ? Zhouzhuang . How long does the tour take ? It's about two days . what's the cost ? It's about 300 yuan . I know . Thank you very much . That's all right . May you have a good trip !",happiness
"Excuse me , is this the Guyon Travel Agency ? Yes , sir . What can I do for you ? I want to travel to the ancient town in the south of China . Would you please tell me something about it ? Sure . There's network of canals . And there are white walls , black tiles , small bridges , flowing rivers , flagstones roads , blue sky and white clouds . Few places have preserved the past like this place . Walking on the ancient road makes us back to our sense . Wonderful . That's just what I expect , where is my first place if I go there ? Zhouzhuang . How long does the tour take ? It's about two days . what's the cost ? It's about 300 yuan . I know . Thank you very much . That's all right . May you have a good trip ! Thank you .",happiness
"Excuse me , is this the Guyon Travel Agency ? Yes , sir . What can I do for you ? I want to travel to the ancient town in the south of China . Would you please tell me something about it ? Sure . There's network of canals . And there are white walls , black tiles , small bridges , flowing rivers , flagstones roads , blue sky and white clouds . Few places have preserved the past like this place . Walking on the ancient road makes us back to our sense . Wonderful . That's just what I expect , where is my first place if I go there ? Zhouzhuang . How long does the tour take ? It's about two days . what's the cost ? It's about 300 yuan . I know . Thank you very much . That's all right . May you have a good trip ! Thank you . My pleasure .",happiness
"Jimmy , I ' d like to wear this robe for tonight cocktail party . What do you think of it ? Don ' t dress like that . You ' ll make fool yourself . You look stupid in that robe .",disgust
"Jimmy , I ' d like to wear this robe for tonight cocktail party . What do you think of it ? Don ' t dress like that . You ' ll make fool yourself . You look stupid in that robe . What ? But it is my favorite piece of clothing .",surprise
"Jimmy , I ' d like to wear this robe for tonight cocktail party . What do you think of it ? Don ' t dress like that . You ' ll make fool yourself . You look stupid in that robe . What ? But it is my favorite piece of clothing . Maybe it is . But it ' s out of fashion .",disgust
Hi there ! I am looking for a new car . I have this old Ford Pinto that I would like to trade in . I see . You are in luck this month because all of our models are on sale ! it is a perfect time to buy a new car since it ' s the end of the year .,happiness
Hi there ! I am looking for a new car . I have this old Ford Pinto that I would like to trade in . I see . You are in luck this month because all of our models are on sale ! it is a perfect time to buy a new car since it ' s the end of the year . Perfect ! I like this one .,happiness
